ACTIVE_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,CC_AMT_BALANCE_MEAN,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,CC_AMT_RECIVABLE_MEAN,CC_AMT_TOTAL_RECEIVABLE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_MEAN,CC_COUNT,DAYS_BIRTH,DAYS_EMPLOYED_PERC,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,TARGET,SK_ID_CURR
11.0,0.5714285714285714,-924.7142857142856,12.714285714285714,43065.7245,41153.76,42350.6745,42350.6745,0.2222222222222222,23.0,6.0,10.0,-12916,0.0351502013007122,0.6236594020768995,0.3927650841222304,0.1997705696341145,1.0,0.5,0,102219
29.0,0.7857142857142857,-1352.7142857142858,41.5,165189.2619230769,158653.00269230767,165151.7146153846,165151.7146153846,1.205128205128205,7.0,1.205128205128205,78.0,-14345,0.4384105960264901,0.5153124835096117,0.665781015977692,0.445396241560834,0.8181818181818182,0.3636363636363636,0,102246
16.5,0.6666666666666666,-824.8333333333334,27.5,589562.8476923077,575638.3488461538,587660.3861538462,587660.3861538462,2.076923076923077,13.0,7.230769230769231,13.0,-11729,0.2845937420069912,0.7076316895355994,0.5625096216720853,0.6430255641096323,1.0,1.0,0,102261
30.0,0.5714285714285714,-1323.428571428571,37.71428571428572,219198.1275,205835.86285714287,213075.0032142857,213075.0032142857,0.8571428571428571,17.0,2.9285714285714284,14.0,-14327,0.099253158372304,0.6249220551775649,0.7322888040383413,0.5726825047161584,0.875,0.375,0,102311
18.0,0.5,-623.0,15.0,150294.3934090909,144072.58704545454,149699.92295454547,149699.92295454547,0.3636363636363636,5.0,1.2727272727272727,22.0,-18980,0.1374077976817702,0.656186914823128,0.4742918961825186,0.3825018041447388,0.9444444444444444,0.8888888888888888,0,102375
6.666666666666667,0.6666666666666666,-687.6666666666666,22.33333333333333,43708.662,43275.711,43697.646,43697.646,0.0,31.0,2.933333333333333,15.0,-9939,0.0388369051212395,0.3294552084651713,0.062061847658485,0.1253078784282391,1.0,0.6363636363636364,1,102491
12.2,0.1666666666666666,-418.3333333333333,12.833333333333334,16442.521875,15672.56625,15995.896875,15995.896875,0.0,2.0,0.75,8.0,-13888,0.3744239631336405,0.5676995645278953,0.6811148887787412,0.5424451438613613,0.9166666666666666,0.9166666666666666,0,102542
21.25,0.7142857142857143,-1154.642857142857,20.214285714285715,2.18015625,0.0,-30.29625,-30.29625,0.0,0.0,0.0,96.0,-15941,0.3657236057963741,0.5126163338457335,0.7175348435637643,0.6413682574954046,0.8571428571428571,0.8571428571428571,0,102548
27.666666666666668,0.4,-1270.2,42.2,37135.76029411765,36263.561029411765,37062.569117647065,37062.569117647065,0.0,19.0,3.235294117647059,34.0,-12439,0.0882707613152182,0.4596104723297622,0.5564950478134809,0.3672910183026313,1.0,0.6666666666666666,0,102587
48.0,0.6666666666666666,-1241.0,30.0,220078.985625,209241.4246875,217720.366875,217720.366875,0.8666666666666667,12.0,2.1875,16.0,-14049,0.0283294184639476,0.2915853815070627,0.3360544118983588,0.6956219298394389,1.0,0.75,0,102800
7.5,0.5,-1455.125,22.625,64133.087625,62523.662625,63734.275125,63734.275125,0.6,17.0,1.5,40.0,-16078,0.130862047518348,0.7191202961144277,0.6917655604256792,0.475849908720221,1.0,1.0,0,102801
16.0,0.6666666666666666,-720.8333333333334,20.83333333333333,88042.73113636364,84024.01636363637,86727.19295454545,86727.19295454545,0.65,8.0,1.181818181818182,22.0,-9913,0.1349742762029658,0.3224830610685112,0.7008103055189862,0.4686596550493113,1.0,1.0,0,102833
16.0,0.5333333333333333,-1218.6,31.466666666666665,113157.18931034484,107829.24931034482,113130.36931034485,113130.36931034485,0.735632183908046,12.0,0.735632183908046,87.0,-19293,0.1549784896076297,0.6599124145005714,0.7139578541562436,0.1528662291550415,0.7777777777777778,0.7777777777777778,0,102842
8.0,0.7142857142857143,-1266.571428571429,26.428571428571427,182170.29214285716,174904.605,179535.42642857143,179535.42642857143,0.5714285714285714,8.0,1.8571428571428568,7.0,-15469,0.4660934772771349,0.310517381943056,0.5066547024917937,0.3490552510751822,1.0,0.6666666666666666,0,102906
24.0,0.75,-1393.75,30.0,14250.9554494382,13609.57095505618,14131.047134831462,14131.047134831462,0.0568181818181818,4.0,0.0674157303370786,89.0,-15010,0.2683544303797468,0.7297389171716943,0.7068363923288563,0.4400578303966329,1.0,0.7777777777777778,0,102993
2.0,0.0,-50.0,2.0,49225.2534375,46790.64796875,48868.1671875,48868.1671875,0.9479166666666666,25.0,0.9583333333333334,96.0,-15113,0.1840137629855091,0.7201012522787674,0.5198035479881642,0.4014074137749511,1.0,1.0,0,103054
13.666666666666666,0.4705882352941176,-925.6470588235294,19.41176470588235,11660.843152173911,11118.00668478261,11378.356630434782,11378.356630434782,0.0869565217391304,4.0,0.0869565217391304,92.0,-16018,0.1773629666625046,0.4158544392854678,0.6058712342897806,0.2340151665320674,0.8461538461538461,0.3846153846153846,0,103055
19.0,0.5,-2087.75,30.5,145696.01,139424.015,143692.595,143692.595,1.1666666666666667,12.0,1.3333333333333333,18.0,-11757,0.0661733435400187,0.3001907615417988,0.5834584388491859,0.0005272652387098,0.7142857142857143,0.2857142857142857,0,103061
17.8,0.5454545454545454,-1252.5454545454545,25.727272727272727,21470.04576923077,20283.257884615385,21469.70942307692,21469.70942307692,0.0909090909090909,4.0,0.0897435897435897,78.0,-17791,0.2850879658254173,0.7619750860817601,0.6433238364635772,0.6769925032909132,1.0,1.0,0,103153
4.0,0.0,-113.0,4.0,552329.0967857143,531607.9757142857,547008.1617857142,547008.1617857142,2.333333333333333,34.0,7.0,14.0,-9839,0.1865026933631466,0.2537502752121469,0.0539559614548892,0.5673792367572691,1.0,0.6666666666666666,1,103228
9.333333333333334,0.5714285714285714,-555.0,12.428571428571429,73466.29563157895,69885.12315789473,73497.8027368421,73537.59221052632,0.3473684210526316,8.0,0.3684210526315789,95.0,-15613,0.0183180682764363,0.8552801605778271,0.7165587639717365,0.1054731864873376,1.0,1.0,0,103257
39.0,0.9,-1106.0,30.8,105718.87227272728,102503.36454545456,105802.95068181818,105802.95068181818,0.3863636363636363,11.0,1.0454545454545454,44.0,-10681,0.2014792622413631,0.26022974507445,0.5144468662626958,0.501075160239048,0.8571428571428571,0.5714285714285714,0,103273
39.285714285714285,0.4166666666666667,-1213.3333333333333,40.5,18546.746785714287,18164.658214285715,18559.955892857142,18559.955892857142,0.0,14.0,0.8571428571428571,28.0,-11556,0.2261163032191069,0.5446074123295306,0.6871491936381708,0.3490552510751822,0.75,0.75,0,103406
21.6,0.4444444444444444,-862.2222222222222,24.11111111111111,158142.29115789474,152613.91563157894,157925.81463157895,157925.81463157895,0.776595744680851,10.0,0.8105263157894737,95.0,-18612,0.0506125080593165,0.6999495171220236,0.5526057559015506,0.3656165070113335,0.75,0.625,0,103411
37.0,0.5,-1675.375,41.125,29632.551428571427,29358.43071428572,29632.551428571427,29632.551428571427,0.1428571428571428,17.0,5.571428571428571,7.0,-12765,0.0580493537015276,0.8299335925972424,0.775710152979941,0.7700870700124128,0.7777777777777778,0.4444444444444444,0,103444
17.0,0.6666666666666666,-1128.0,13.5,72684.35430379747,69717.49291139242,72191.98025316457,72191.98025316457,0.1645569620253164,8.0,0.1772151898734177,79.0,-19384,0.1092653735039207,0.7392808072974515,0.6571039841587661,0.3031463744186309,0.8888888888888888,0.5555555555555556,0,103497
16.666666666666668,0.4,-688.4,17.4,310041.99600000004,295637.367,306593.892,306593.892,2.8666666666666667,14.0,4.466666666666667,15.0,-10037,0.2204842084288134,0.0626709942533566,0.4846119666467224,0.4561097392782771,0.75,0.375,0,103522
12.0,0.5,-1234.3333333333333,25.83333333333333,64566.24,63138.006,64423.314,64423.314,0.0,11.0,2.2,15.0,-12616,0.0376506024096385,0.4467354865752939,0.1158060952226478,0.5172965813614878,1.0,0.5,0,103582
7.25,0.5555555555555556,-925.6666666666666,15.666666666666666,162383.91220588234,157980.42132352942,163264.90235294116,163264.90235294116,0.2941176470588235,13.0,2.4705882352941178,34.0,-11133,0.1041049133207581,0.6970230530706448,0.701341904905969,0.3556387169923543,0.5,0.5,0,103657
9.666666666666666,0.6666666666666666,-933.9444444444443,21.88888888888889,15609.579375,14752.61296875,15571.276875,15571.276875,0.09375,4.0,0.2395833333333333,96.0,-19730,0.152863659401926,0.7924785884689072,0.5213644289717307,0.1595195404777181,0.75,0.5,0,103710
12.5,0.5,-723.5,17.5,65239.27977272728,61205.18318181818,64192.73113636363,64192.73113636363,0.6363636363636364,32.0,3.272727272727273,22.0,-9130,0.2305585980284775,0.0886483076734566,0.1340538056788777,0.2020866016820394,1.0,1.0,0,103711
14.0,0.5,-692.5,23.5,42943.365,41550.05454545454,42777.31090909091,42777.31090909091,0.1,26.0,4.818181818181818,11.0,-18637,0.0989966196276224,0.6817349002188261,0.0918880512770459,0.4956658291397297,1.0,1.0,0,103721
28.0,0.9166666666666666,-1373.6666666666667,36.083333333333336,547292.58,526074.1666666666,544485.76,544485.76,0.8148148148148148,22.0,4.148148148148148,27.0,-10629,0.3483864897920782,0.7349455405230529,0.3100029652396353,0.3506958432829587,0.8,0.6,0,103722
13.5,0.3333333333333333,-562.6666666666666,13.0,92645.95764705882,85468.08970588236,90633.33,90633.33,1.7647058823529411,8.0,2.294117647058824,17.0,-9607,0.1366711772665764,0.2577191454809015,0.1493356653169924,0.4118485559242397,1.0,0.8333333333333334,0,103731
12.714285714285714,0.5,-993.7857142857144,16.428571428571427,21895.97296875,20838.4575,21879.86109375,21879.86109375,0.0833333333333333,4.0,0.0833333333333333,96.0,-17885,0.1114900754822477,0.3721498460380922,0.4921903249169826,0.5638350489514956,0.7142857142857143,0.5,0,103770
26.33333333333333,0.75,-1855.1666666666667,35.166666666666664,63343.40732142857,60112.80053571429,63320.57410714285,63320.57410714285,0.4285714285714285,6.0,0.4285714285714285,84.0,-19055,0.3617948045132511,0.8867721066804944,0.4504328738407462,0.5602843280409464,1.0,1.0,0,103825
31.0,0.6,-916.6,30.4,8171.558052631579,7732.576894736842,8168.8173157894735,8178.764684210527,0.0,0.0,0.0,95.0,-15901,0.0096849254763851,0.6813012906952672,0.7488996795546238,0.5549467685334323,0.5,0.5,1,103900
31.0,0.8888888888888888,-1677.5555555555557,30.88888888888889,146318.619375,141521.398875,146569.262625,146569.262625,0.8,6.0,0.8,40.0,-19728,0.1472526358475263,0.615858401686753,0.6681028721964299,0.656158373001177,1.0,0.6,0,103981
25.0,0.8095238095238095,-1704.6666666666667,56.523809523809526,44876.78658227848,42505.83113924051,44873.75620253165,44873.75620253165,0.3037974683544304,7.0,0.3037974683544304,79.0,-15997,0.2506094892792398,0.3733361470358338,0.5789554792061148,0.5406544504453575,0.5714285714285714,0.3809523809523809,0,104038
7.0,0.0,-189.33333333333331,7.0,147167.038125,137727.860625,142665.65437499998,142665.65437499998,3.0,22.0,8.875,8.0,-8417,0.1069264583580848,0.2797411908084088,0.6238378825791283,0.3031463744186309,1.0,0.6666666666666666,0,104054
27.0,0.8,-947.8,26.8,54769.64711538461,52948.17692307693,54920.51653846155,54920.51653846155,0.0,2.0,0.1153846153846153,26.0,-10249,0.2098741340618597,0.250380652071635,0.3713646158322359,0.4048783643353997,1.0,1.0,0,104128
28.0,0.7272727272727273,-1619.909090909091,53.09090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,-15456,0.1436335403726708,0.8204213977086313,0.5745248753139832,0.2764406945454034,0.7142857142857143,0.7142857142857143,0,104220
18.0,0.8888888888888888,-1764.2222222222222,44.55555555555556,337383.3073404256,327115.10489361704,336422.5994680851,336422.5994680851,0.0,56.0,4.382978723404255,47.0,-10560,0.121685606060606,0.4894698887671456,0.7455583034768387,0.5744466170995097,1.0,1.0,0,104300
36.0,0.75,-1583.375,38.875,202806.2781818182,196078.13897727276,202233.43840909092,202233.43840909092,1.4090909090909092,7.0,1.5909090909090908,44.0,-13027,0.2269133338450909,0.4462264843699439,0.5653059573941309,0.7557400501752248,0.8,0.4,0,104356
8.0,0.0,-242.0,8.0,205845.60375,188759.638125,200614.269375,200614.269375,2.5,23.0,8.625,8.0,-13087,0.1576373500420264,0.5724700679611671,0.6528442774143864,0.3893387918468769,1.0,0.7142857142857143,0,104370
15.5,0.0,-449.0,15.5,201758.9351785714,193282.5632142857,200273.10107142857,200273.10107142857,0.2142857142857142,3.0,0.2142857142857142,28.0,-12712,0.1510383889238515,0.3618540060036985,0.6444870940267714,0.1997705696341145,1.0,0.8333333333333334,0,104452
42.0,0.875,-1668.3125,42.5625,523007.49115384615,507471.1546153846,520760.58923076926,520760.58923076926,1.8461538461538465,13.0,6.615384615384615,13.0,-12339,0.1530918226760677,0.2003078908954605,0.5315367518381539,0.5513812618027899,1.0,1.0,0,104545
22.0,0.8,-1107.7333333333331,26.0,156788.78727272726,152268.95727272728,156258.7418181818,156258.7418181818,0.4242424242424242,3.0,0.4242424242424242,33.0,-21216,0.1716157616892911,0.7494692561769912,0.3691568341814688,0.6446794549585961,0.7857142857142857,0.5714285714285714,0,104565
21.0,0.0,-609.0,21.0,45096.57,44476.911,44795.817,44795.817,0.0666666666666666,42.0,15.133333333333333,15.0,-13611,0.0772904268606274,0.5460210752753348,0.7028740772674218,0.248535557339522,1.0,0.5,0,104716
11.0,0.8571428571428571,-1160.2857142857142,24.285714285714285,114013.17,107298.94950000002,110896.5825,110896.5825,2.3,11.0,2.7,10.0,-16089,0.1127478401392255,0.6515857019415191,0.6319714048751361,0.7252764347002191,0.7777777777777778,0.7777777777777778,0,104723
9.25,0.4285714285714285,-365.8571428571428,10.428571428571429,107373.41678571427,102937.69607142857,106515.64607142856,106515.64607142856,1.2142857142857142,16.0,2.2857142857142856,14.0,-10449,0.1131208728107952,0.3947079993829789,0.2125174824793423,0.3139166772114369,1.0,1.0,1,104753
21.0,0.8333333333333334,-1056.6666666666667,29.5,42077.3229113924,40175.93677215189,42069.66493670886,42069.66493670886,0.0,1.0,0.0126582278481012,79.0,-12966,0.0801326546351997,0.2803756797133974,0.5874070385666036,0.4614823912998385,0.75,0.625,0,104862
30.25,0.3333333333333333,-1138.5,38.0,32775.38217391304,31041.693586956524,32792.49391304348,32809.61347826087,0.0681818181818181,5.0,0.0652173913043478,92.0,-19765,0.3153554262585378,0.742087275212457,0.4131320005045074,0.5989262182569273,0.6666666666666666,0.6666666666666666,0,104910
24.33333333333333,0.5,-957.1666666666666,22.666666666666668,77428.37892857143,73567.69071428572,75847.41642857144,75847.41642857144,0.8571428571428571,12.0,4.0,14.0,-15482,0.0955302932437669,0.3570386578404267,0.0719772292016937,0.5691487713619409,1.0,0.6666666666666666,1,104918
16.333333333333332,0.5384615384615384,-995.4615384615385,33.23076923076923,47131.9425,44928.44109375,47065.52859375,47065.52859375,0.2395833333333333,11.0,1.0625,96.0,-13535,0.3434798670114518,0.7789994225366446,0.4961423317920989,0.375711009574066,1.0,1.0,0,104941
